グループ,施設名,郵便番号,所在地,緯度,経度,電話番号
津波避難場所,内妻地区高台?A,775-0007,徳島県海部郡牟岐町内妻字白木,33.660566,134.4056884,
指定避難場所,灘コミュニティセンター,775-0005,徳島県海部郡牟岐町灘字大平間,33.67138162,134.4340853,
津波避難場所,馬地地区高台,775-0010,徳島県海部郡牟岐町牟岐浦字馬地,33.66392526,134.4260567,
津波避難場所,八坂地区高台,775-0006,徳島県海部郡牟岐町中村字大谷,33.66369018,134.4146975,
津波避難場所,八幡神社,775-0005,徳島県海部郡牟岐町灘字宮田,33.66776311,134.4233397,
指定避難場所,辺川農業構造改善センター,775-0003,徳島県海部郡牟岐町辺川字寺ノ前505,33.69245708,134.4407407,
指定避難場所,法覚寺,775-0010,徳島県海部郡牟岐町牟岐浦字浜崎,33.66704164,134.418356,
指定避難場所,本町会館,775-0006,徳島県海部郡牟岐町中村字本村,33.66958461,134.418571,
指定避難場所,満徳寺,775-0010,徳島県海部郡牟岐町牟岐浦字浜崎,33.6672444,134.4194077,
津波避難場所,牟岐警察署,775-0006,徳島県海部郡牟岐町中村字山田2-1,33.668112,134.416362,
津波避難場所、指定避難場所,牟岐小学校,775-0006,徳島県海部郡牟岐町中村字本村14,33.668334,134.419611,
指定避難場所,牟岐西部保育所,775-0006,徳島県海部郡牟岐町中村字本村46-1,33.66980322,134.4206126,
津波避難場所、指定避難場所,牟岐中学校,775-0004,徳島県海部郡牟岐町川長字市宇谷100,33.671972,134.426416,
指定避難場所,牟岐町デイサービスセンター,775-0004,徳島県海部郡牟岐町川長字新光寺60-1,33.67402689,134.4214251,
津波避難場所,牟岐町海の総合文化センター,775-0004,徳島県海部郡牟岐町川長字新光寺82,33.67458776,134.4216425,
指定避難場所,牟岐町公民館,775-0006,徳島県海部郡牟岐町中村字本村7-4,33.668312,134.420661,
津波避難場所,牟岐町西部保育所,775-0006,徳島県海部郡牟岐町中村字本村46-1,33.669806,134.420611,
津波避難場所,牟岐町東部保育所,775-0005,徳島県海部郡牟岐町灘字宮田159,33.666917,134.42661,
指定避難場所,牟岐町民センター,775-0000,徳島県海部郡牟岐町大字川長字大坪100-2,33.67134585,134.426092,
指定避難場所,牟岐町民体育館,775-0000,徳島県海部郡牟岐町大字川長字大坪199,33.671242,134.425529,
津波避難場所,牟岐町役場,775-0006,徳島県海部郡牟岐町中村字本村7-4,33.668195,134.420722,
指定避難場所,牟岐町隣保館,775-0006,徳島県海部郡牟岐町中村字山田142,33.66769798,134.4161019,
指定避難場所,牟岐津神社,775-0010,徳島県海部郡牟岐町牟岐浦字浜崎,33.66636414,134.4188254,
指定避難場所,牟岐東部保育所,775-0005,徳島県海部郡牟岐町灘字宮田159,33.666915,134.4266109,
津波避難場所,老人保健施設和楽,775-0004,徳島県海部郡牟岐町川長字山戸,33.67476138,134.4241258,
津波避難場所,和田氏宅前,775-0006,徳島県海部郡牟岐町中村字大戸,33.66264271,134.4165551,
避難所,まぜのおか体育館,775-0200,徳島県海部郡海陽町,33.62216343,134.3699467,
避難所,塩深集会所,775-0200,徳島県海部郡海陽町,33.56871021,134.2510745,
避難所,央喰中学校３階以上,775-0200,徳島県海部郡海陽町,33.572012,134.298124,
避難所,海南小学校,775-0200,徳島県海部郡海陽町,33.606731,134.354563,
避難所,海南中学校,775-0200,徳島県海部郡海陽町,33.606231,134.363701,
避難所,海南文化村,775-0200,徳島県海部郡海陽町,33.61368081,134.3567592,
避難所,海部高等学校,775-0200,徳島県海部郡海陽町,33.607925,134.357868,
避難所,海部小学校,775-0200,徳島県海部郡海陽町,33.594177,134.356951,
避難所,海部中学校,775-0200,徳島県海部郡海陽町,33.595038,134.357224,
避難所,海部文化センター,775-0200,徳島県海部郡海陽町,33.59625354,134.3474482,
避難所,海陽町役場海南庁舎,775-0200,徳島県海部郡海陽町,33.602065,134.352035,
避難所,海陽町役場宍喰庁舎,775-0200,徳島県海部郡海陽町,33.56732336,134.3031571,
避難所,角坂集会所,775-0200,徳島県海部郡海陽町,33.5729205,134.2650416,
避難所,久尾公民館,775-0200,徳島県海部郡海陽町,33.59498227,134.2149235,
避難所,郷土会館「義仁荘」,775-0200,徳島県海部郡海陽町,33.60142691,134.3561647,
避難所,広岡集会所,775-0200,徳島県海部郡海陽町,33.57521163,134.2695096,
避難所,斬浦福祉会館,775-0200,徳島県海部郡海陽町,33.59186457,134.3600035,
避難所,宍喰小学校,775-0200,徳島県海部郡海陽町,33.567152,134.301762,
避難所,小川集落センター,775-0200,徳島県海部郡海陽町,33.69553831,134.3016364,
避難所,小谷集会所,775-0200,徳島県海部郡海陽町,33.59720859,134.2692806,
避難所,小谷西集会所,775-0200,徳島県海部郡海陽町,33.59675214,134.2699331,
避難所,正梶集会所,775-0200,徳島県海部郡海陽町,33.55928986,134.3077819,
避難所,川上小学校,775-0200,徳島県海部郡海陽町,33.661974,134.31054,
避難所,浅川漁村センター,775-0200,徳島県海部郡海陽町,33.62531239,134.3621509,
避難所,浅川小学校,775-0200,徳島県海部郡海陽町,33.62559,134.359701,
避難所,船津公民館,775-0200,徳島県海部郡海陽町,33.57602069,134.2236094,
避難所,相川健康管理センター,775-0200,徳島県海部郡海陽町,33.64861257,134.2925715,
避難所,大内生活改善センター,775-0200,徳島県海部郡海陽町,33.65521691,134.2497248,
避難所,馳馬集会所,775-0200,徳島県海部郡海陽町,33.56403779,134.2860499,
避難所,竹ヶ島改善センター,775-0200,徳島県海部郡海陽町,33.54509898,134.3186617,
避難所,中里農業構造改善センター,775-0200,徳島県海部郡海陽町,33.57259097,134.270535,
避難所,町民センター３階,775-0200,徳島県海部郡海陽町,33.56643775,134.3034957,
避難所,那佐集会所,775-0200,徳島県海部郡海陽町,33.585695,134.343538,
避難所,日山会館,775-0200,徳島県海部郡海陽町,33.56577428,134.2896152,
避難所,日比原センター,775-0200,徳島県海部郡海陽町,33.57078269,134.2909922,
避難所,八山集会所,775-0200,徳島県海部郡海陽町,33.56534446,134.2847053,
避難所,平井集落センター,775-0200,徳島県海部郡海陽町,33.68554171,134.2554777,
避難所,野江老人憩いの家,775-0200,徳島県海部郡海陽町,33.60105242,134.3317647,
洪水避難場所,（株）ハレルヤ本社工場,771-0200,徳島県板野郡松茂町,34.140609,134.580575,
洪水避難場所,ＪＡ松茂梨選果場,771-0200,徳島県板野郡松茂町,34.13461979,134.5793461,
洪水避難場所、津波一時避難場所,なごみ,771-0219,徳島県板野郡松茂町笹木野字八北開拓329-1,34.140933,134.594844,
津波一時避難場所,海上自衛隊,771-0200,徳島県板野郡松茂町,34.13321759,134.5977256,
洪水避難場所、津波一時避難場所,喜来小学校,771-0212,徳島県板野郡松茂町中喜来字前原西一番越14,34.142359,134.574148,
洪水避難場所、津波一時避難場所,吉野川育成園,771-0219,徳島県板野郡松茂町笹木野八北開拓236-1,34.141665,134.594313,
津波一時避難場所,三洋電機（株）松茂寮,771-0200,徳島県板野郡松茂町,34.12632,134.595646,
洪水避難場所、津波一時避難場所,子育て支援センター,771-0220,徳島県板野郡松茂町広島字三番越2番地4,34.136001,134.580764,
洪水避難場所、津波一時避難場所,春叢園,771-0220,徳島県板野郡松茂町広島字鍬の先18-1,34.137668,134.584518,
津波一時避難場所,松茂運動公園,771-0200,徳島県板野郡松茂町,34.13594428,134.5817904,
洪水避難場所、津波一時避難場所,松茂小学校,771-0218,徳島県板野郡松茂町住吉字住吉開拓187,34.131693,134.589953,
津波一時避難場所,松茂中央公園,771-0212,徳島県板野郡松茂町中喜来字群恵225番地1,34.14183302,134.5893259,
洪水避難場所、津波一時避難場所,松茂中学校,771-0219,徳島県板野郡松茂町笹木野字八山開拓186,34.129249,134.589953,
洪水避難場所、津波一時避難場所,松茂町総合会館,771-0220,徳島県板野郡松茂町広島字東裏30,34.13399271,134.58016,
洪水避難場所、津波一時避難場所,松茂町総合体育館,771-0212,徳島県板野郡松茂町中喜来字群恵225番地3,34.14210771,134.588386,
洪水避難場所、津波一時避難場所,松茂町第二体育館,771-0212,徳島県板野郡松茂町中喜来字群恵225番地4,34.14282134,134.5888943,
津波一時避難場所,松茂町中央児童館,771-0220,徳島県板野郡松茂町広島字三番越2-10,34.135915,134.58112,
洪水避難場所、津波一時避難場所,松茂町津波防災センター,771-0215,徳島県板野郡松茂町豊岡字芦田鶴105番地9,34.11714,134.59905,
洪水避難場所、津波一時避難場所,松茂町保健相談センター,771-0220,徳島県板野郡松茂町広島字三番越2番地2,34.136307,134.580931,
津波一時避難場所,松茂町北部学習センター,771-0212,徳島県板野郡松茂町中喜来字中須69-3,34.143206,134.573715,
洪水避難場所、津波一時避難場所,松茂町役場,771-0220,徳島県板野郡松茂町広島字東裏30,34.133915,134.580231,
洪水避難場所、津波一時避難場所,松茂町老人福祉センター,771-0220,徳島県板野郡松茂町広島字三番越2番地2,34.13635604,134.5812335,
洪水避難場所,長原小学校,771-0216,徳島県板野郡松茂町長原530,34.117668,134.602618,
津波一時避難場所,長原団地町営住宅,771-0200,徳島県板野郡松茂町,34.11464958,134.6016018,
洪水避難場所、津波一時避難場所,徳島空港ターミナルビル,771-0200,徳島県板野郡松茂町,34.13850998,134.5946338,
洪水避難場所、津波一時避難場所,特別養護老人ホーム和光園,771-0219,徳島県板野郡松茂町笹木野字山東49-1,34.124413,134.595332,
洪水避難場所、津波一時避難場所,板野東部消防組合,771-0200,徳島県板野郡松茂町,34.134408,134.5631178,
洪水避難場所、津波一時避難場所,富士ファニチャ（株）ショールーム,771-0200,徳島県板野郡松茂町,34.139845,134.5961,
町指定避難場所,北島町民体育センター,771-0203,徳島県板野郡北島町中村字中内11-1,34.128294,134.55517,
町指定避難場所,チューリップハウス,771-0200,徳島県板野郡北島町,34.12883422,134.5540093,
町指定避難場所,北島小学校,771-0200,徳島県板野郡北島町,34.124832,134.549928,
町指定避難場所,東邦テナックス（株）,771-0200,徳島県板野郡北島町,34.12302848,134.5319408,
町指定避難場所,北島町武道館,771-0205,徳島県板野郡北島町江尻字柳池4-1,34.122542,134.545413,
町指定避難場所,北島南小学校,771-0200,徳島県板野郡北島町,34.118833,134.543762,
町指定避難場所,フジグラン北島,771-0200,徳島県板野郡北島町,34.11200146,134.5470358,
町指定避難場所,北島南老人憩の家,771-0204,徳島県板野郡北島町鯛浜字川久保171,34.11375,134.552512,
町指定避難場所,グリーンタウン老人憩の家,771-0200,徳島県板野郡北島町,34.13602571,134.5423732,
町指定避難場所,北島町保健相談センター,771-0207,徳島県板野郡北島町新喜来字南古田88-1,34.126749,134.546234,
町指定避難場所,北島町立図書館・創世ホール,771-0207,徳島県板野郡北島町新喜来字南古田91,34.126118,134.546376,
町指定避難場所,北島中学校,771-0200,徳島県板野郡北島町,34.124094,134.544849,
町指定避難場所,北島町総合庁舎,771-0200,徳島県板野郡北島町,34.125527,134.546928,
町指定避難場所,北島町立保育所,771-0203,徳島県板野郡北島町中村字竹の下23-1,34.128248,134.548928,
町指定避難場所,北島北小学校,771-0200,徳島県板野郡北島町,34.136776,134.552817,
町指定避難場所,北島町清掃センター,771-0202,徳島県板野郡北島町太郎八須字宮ノ本1-1,34.14084118,134.5653575,
町指定避難場所,北島町クリーンセンター,771-0200,徳島県板野郡北島町,34.12813934,134.5547089,
町認定避難場所,女性センター,771-1201,徳島県板野郡藍住町奥野字矢上前32-1,34.12663339,134.4985965,
町認定避難場所,青少年ホーム,771-1201,徳島県板野郡藍住町奥野字矢上前32-1,34.12635597,134.4979476,
町認定避難場所,福祉センター,771-1201,徳島県板野郡藍住町奥野字矢上前32-1,34.12727086,134.49701,
町認定避難場所,藍住西小学校,771-1230,徳島県板野郡藍住町富吉字豊吉55-1,34.134831,134.484713,
町認定避難場所,藍住中学校,771-1201,徳島県板野郡藍住町奥野字矢上前18-1,34.125026,134.496212,
町認定避難場所,藍住東小学校,771-1270,徳島県板野郡藍住町勝瑞字成長155-1,34.127527,134.517265,
町認定避難場所,藍住東中学校,771-1264,徳島県板野郡藍住町住吉字若宮49-1,34.128554,134.510627,
町認定避難場所,藍住南小学校,771-1201,徳島県板野郡藍住町奥野字和田95,34.121666,134.491629,
町認定避難場所,藍住北小学校,771-1264,徳島県板野郡藍住町住吉字乾1,34.132637,134.505683,
緊急一時避難場所,あすたむらんど徳島,779-0100,徳島県板野郡板野町,34.15101201,134.4386795,
緊急一時避難場所,ソフトパークいたの,779-0100,徳島県板野郡板野町,34.14753686,134.4529664,
福祉避難所,デイサービスセンターやすらぎ,779-0104,徳島県板野郡板野町吹田字西山68-10,34.145983,134.455754,
指定避難場所,岡ノ宮老人憩の家,779-0105,徳島県板野郡板野町大寺字岡ノ前138-3,34.141774,134.459493,
指定避難場所,下庄東老人憩の家,779-0118,徳島県板野郡板野町下庄字栖養14-1,34.124664,134.453744,
指定避難場所,郡頭教育集会所,779-0105,徳島県板野郡板野町大寺字王子33,34.14123243,134.463264,
